http://www.czce.com.cn/cn/DFSStaticFiles/Future/2022/20220818/FutureDataHolding.htm
fail



http://www.czce.com.cn/cn/DFSStaticFiles/Future/2022/20220818/FutureDataHolding.htm
fail



http://www.czce.com.cn/cn/DFSStaticFiles/Future/2022/20220817/FutureDataHolding.htm
苹果AP
2022-08-17 00:00:00
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '1', 'NAME': '海通期货', 'DATA': '26438', 'DATA_CHG': '1158'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '13', 'NAME': '方正中期', 'DATA': '5165', 'DATA_CHG': '01123'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '13', 'NAME': '东航期货', 'DATA': '6256', 'DATA_CHG': '156'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '13', 'NAME': '广发期货', 'DATA': '6214', 'DATA_CHG': '46'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '14', 'NAME': '创元期货', 'DATA': '5034', 'DATA_CHG': '0246'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '14', 'NAME': '南华期货', 'DATA': '6181', 'DATA_CHG': '156'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '14', 'NAME': '南华期货', 'DATA': '6003', 'DATA_CHG': '351'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '15', 'NAME': '海证期货', 'DATA': '5024', 'DATA_CHG': '0411'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '15', 'NAME': '创元期货', 'DATA': '6108', 'DATA_CHG': '1032'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '15', 'NAME': '平安期货', 'DATA': '5302', 'DATA_CHG': '0292'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '16', 'NAME': '浙商期货', 'DATA': '4950', 'DATA_CHG': '233'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '16', 'NAME': '华泰期货', 'DATA': '5868', 'DATA_CHG': '323'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '16', 'NAME': '建信期货', 'DATA': '5298', 'DATA_CHG': '87'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '17', 'NAME': '华安期货', 'DATA': '4922', 'DATA_CHG': '496'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '17', 'NAME': '浙商期货', 'DATA': '5516', 'DATA_CHG': '375'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '17', 'NAME': '中信建投', 'DATA': '5097', 'DATA_CHG': '46'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '18', 'NAME': '安粮期货', 'DATA': '4692', 'DATA_CHG': '1911'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '18', 'NAME': '国海良时', 'DATA': '5346', 'DATA_CHG': '13'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '18', 'NAME': '齐盛期货', 'DATA': '4808', 'DATA_CHG': '153'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '19', 'NAME': '新湖期货', 'DATA': '4609', 'DATA_CHG': '0474'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '19', 'NAME': '新湖期货', 'DATA': '4999', 'DATA_CHG': '388'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '19', 'NAME': '安粮期货', 'DATA': '4644', 'DATA_CHG': '0639'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '20', 'NAME': '中泰期货', 'DATA': '4435', 'DATA_CHG': '1265'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '20', 'NAME': '平安期货', 'DATA': '4857', 'DATA_CHG': '237'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '苹果AP', 'RANK_': '20', 'NAME': '创元期货', 'DATA': '4520', 'DATA_CHG': '690'}
棉花CF
2022-08-17 00:00:00
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '1', 'NAME': '中信期货', 'DATA': '334515', 'DATA_CHG': '015722'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '1', 'NAME': '中信期货', 'DATA': '97361', 'DATA_CHG': '3945'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '1', 'NAME': '中信期货', 'DATA': '69443', 'DATA_CHG': '02622'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '2', 'NAME': '国泰君安', 'DATA': '144020', 'DATA_CHG': '994'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '2', 'NAME': '东证期货', 'DATA': '48544', 'DATA_CHG': '096'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '2', 'NAME': '国泰君安', 'DATA': '63612', 'DATA_CHG': '2303'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '3', 'NAME': '海通期货', 'DATA': '132770', 'DATA_CHG': '13715'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '3', 'NAME': '永安期货', 'DATA': '44429', 'DATA_CHG': '1363'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '3', 'NAME': '东证期货', 'DATA': '63225', 'DATA_CHG': '0799'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '4', 'NAME': '东证期货', 'DATA': '127401', 'DATA_CHG': '010655'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '4', 'NAME': '国泰君安', 'DATA': '39208', 'DATA_CHG': '2733'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '4', 'NAME': '银河期货', 'DATA': '37870', 'DATA_CHG': '1403'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '5', 'NAME': '华闻期货', 'DATA': '74890', 'DATA_CHG': '08917'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '5', 'NAME': '银河期货', 'DATA': '31174', 'DATA_CHG': '0194'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '5', 'NAME': '国投安信期货', 'DATA': '33297', 'DATA_CHG': '1175'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '6', 'NAME': '渤海期货', 'DATA': '67081', 'DATA_CHG': '01268'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '6', 'NAME': '国投安信期货', 'DATA': '31040', 'DATA_CHG': '01205'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '6', 'NAME': '永安期货', 'DATA': '31753', 'DATA_CHG': '225'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '7', 'NAME': '银河期货', 'DATA': '43223', 'DATA_CHG': '354'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '7', 'NAME': '浙商期货', 'DATA': '29238', 'DATA_CHG': '2368'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '7', 'NAME': '中国国际', 'DATA': '26873', 'DATA_CHG': '460'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '8', 'NAME': '徽商期货', 'DATA': '42678', 'DATA_CHG': '5140'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '8', 'NAME': '华泰期货', 'DATA': '23728', 'DATA_CHG': '1546'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '8', 'NAME': '浙商期货', 'DATA': '21341', 'DATA_CHG': '1562'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '9', 'NAME': '东吴期货', 'DATA': '36500', 'DATA_CHG': '3455'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '9', 'NAME': '新湖期货', 'DATA': '21108', 'DATA_CHG': '0104'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '9', 'NAME': '中泰期货', 'DATA': '21061', 'DATA_CHG': '1881'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '10', 'NAME': '华西期货', 'DATA': '35980', 'DATA_CHG': '2766'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '10', 'NAME': '中粮期货', 'DATA': '20463', 'DATA_CHG': '0285'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '10', 'NAME': '海通期货', 'DATA': '20865', 'DATA_CHG': '179'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '11', 'NAME': '华泰期货', 'DATA': '34131', 'DATA_CHG': '3538'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '11', 'NAME': '海通期货', 'DATA': '19007', 'DATA_CHG': '0433'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '11', 'NAME': '新湖期货', 'DATA': '20543', 'DATA_CHG': '701'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '12', 'NAME': '中信建投', 'DATA': '32238', 'DATA_CHG': '01116'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '12', 'NAME': '招商期货', 'DATA': '18770', 'DATA_CHG': '0151'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '12', 'NAME': '华融融达期货', 'DATA': '20496', 'DATA_CHG': '5'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '13', 'NAME': '中辉期货', 'DATA': '31255', 'DATA_CHG': '01270'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '13', 'NAME': '一德期货', 'DATA': '18483', 'DATA_CHG': '3'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '13', 'NAME': '招商期货', 'DATA': '18344', 'DATA_CHG': '0435'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '14', 'NAME': '申银万国', 'DATA': '29132', 'DATA_CHG': '02287'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '14', 'NAME': '首创期货', 'DATA': '15378', 'DATA_CHG': '60'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '14', 'NAME': '华泰期货', 'DATA': '18313', 'DATA_CHG': '25'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '15', 'NAME': '光大期货', 'DATA': '28839', 'DATA_CHG': '02422'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '15', 'NAME': '紫金天风', 'DATA': '14282', 'DATA_CHG': '0621'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '15', 'NAME': '中粮期货', 'DATA': '17882', 'DATA_CHG': '64'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '16', 'NAME': '国信期货', 'DATA': '28545', 'DATA_CHG': '05933'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '16', 'NAME': '东兴期货', 'DATA': '13513', 'DATA_CHG': '052'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '16', 'NAME': '广州期货', 'DATA': '15136', 'DATA_CHG': '106'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '17', 'NAME': '广发期货', 'DATA': '28074', 'DATA_CHG': '4591'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '17', 'NAME': '中国国际', 'DATA': '12730', 'DATA_CHG': '0321'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '17', 'NAME': '中信建投', 'DATA': '13390', 'DATA_CHG': '982'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '18', 'NAME': '方正中期', 'DATA': '27563', 'DATA_CHG': '3187'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '18', 'NAME': '南华期货', 'DATA': '12125', 'DATA_CHG': '377'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '18', 'NAME': '首创期货', 'DATA': '12890', 'DATA_CHG': '128'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '19', 'NAME': '安粮期货', 'DATA': '23130', 'DATA_CHG': '2362'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '19', 'NAME': '广发期货', 'DATA': '12092', 'DATA_CHG': '0353'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '19', 'NAME': '国联期货', 'DATA': '12566', 'DATA_CHG': '359'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '20', 'NAME': '大地期货', 'DATA': '23025', 'DATA_CHG': '8541'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '20', 'NAME': '中信建投', 'DATA': '11222', 'DATA_CHG': '438'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '棉花CF', 'RANK_': '20', 'NAME': '国贸期货', 'DATA': '12382', 'DATA_CHG': '1292'}
红枣CJ
2022-08-17 00:00:00
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '1', 'NAME': '光大期货', 'DATA': '2237', 'DATA_CHG': '0516'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '1', 'NAME': '中信期货', 'DATA': '4595', 'DATA_CHG': '52'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '1', 'NAME': '国泰君安', 'DATA': '2660', 'DATA_CHG': '046'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '2', 'NAME': '中信期货', 'DATA': '2000', 'DATA_CHG': '0336'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '2', 'NAME': '国泰君安', 'DATA': '3185', 'DATA_CHG': '051'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '2', 'NAME': '浙商期货', 'DATA': '2444', 'DATA_CHG': '082'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '3', 'NAME': '国泰君安', 'DATA': '1659', 'DATA_CHG': '01009'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '3', 'NAME': '江西瑞奇', 'DATA': '1851', 'DATA_CHG': '64'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '3', 'NAME': '云财富期货', 'DATA': '1947', 'DATA_CHG': '095'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '4', 'NAME': '金瑞期货', 'DATA': '910', 'DATA_CHG': '0234'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '4', 'NAME': '中泰期货', 'DATA': '1354', 'DATA_CHG': '65'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '4', 'NAME': '物产中大', 'DATA': '1884', 'DATA_CHG': '16'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '5', 'NAME': '徽商期货', 'DATA': '827', 'DATA_CHG': '0217'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '5', 'NAME': '华安期货', 'DATA': '1153', 'DATA_CHG': '0'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '5', 'NAME': '华融融达期货', 'DATA': '1817', 'DATA_CHG': '030'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '6', 'NAME': '东证期货', 'DATA': '775', 'DATA_CHG': '0376'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '6', 'NAME': '一德期货', 'DATA': '1066', 'DATA_CHG': '12'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '6', 'NAME': '中信期货', 'DATA': '1791', 'DATA_CHG': '154'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '7', 'NAME': '中辉期货', 'DATA': '686', 'DATA_CHG': '0348'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '7', 'NAME': '国联期货', 'DATA': '1006', 'DATA_CHG': '33'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '7', 'NAME': '华泰期货', 'DATA': '1536', 'DATA_CHG': '184'}
{'DATE': datetime.datetime(2022, 8, 17, 0, 0), 'INSTRUMENT': '红枣CJ', 'RANK_': '8', 'NAME': '华泰期货', 'DATA': '510', 'DATA_CHG': '35'}
